Model(SKU),Product Family/Collection,Product Category,Product Type,Product Title,Price US,Price CAN
EF-100-STN,Bath,Hand Showers,Transitional,Symmons Hand Shower - Finish Product,129.4,136.8
SLS-6712-1.5,Bath,Lavatory Faucets|Single Handle Faucets,Contemporary,Symmons Identity™ Single Handle Lavatory Faucet - Finish Product,157.9,173.7
SLS-6712-STN-1.5,Bath,Lavatory Faucets|Single Handle Faucets,Contemporary,Symmons Identity™ Single Handle Lavatory Faucet - Finish Product,221.1,243.2
SLS-6710-1.5,Bath,Lavatory Faucets|Single Handle Faucets,Contemporary,Symmons Identity™ Single Handle Lavatory Faucet - Finish Product,140.45,154.5
SLS-6710-STN-1.5,Bath,Lavatory Faucets|Single Handle Faucets,Contemporary,Symmons Identity™ Single Handle Lavatory Faucet - Finish Product,196.65,216.3
SLC-6712-1.5,Bath,Lavatory Faucets|Centerset Faucets,Contemporary,Symmons Identity™ Two Handle Centerset Lavatory Faucet - Finish Product,133.9,147.3
SLC-6712-STN-1.5,Bath,Lavatory Faucets|Centerset Faucets,Contemporary,Symmons Identity™ Two Handle Centerset Lavatory Faucet - Finish Product,187.5,206.25
SLC-6710-1.5,Bath,Centerset Faucets|Lavatory Faucets,Contemporary,Symmons Identity™ Two Handle Centerset Lavatory Faucet - Finish Product,130.2,143.3
SLC-6710-STN-1.5,Bath,Centerset Faucets|Lavatory Faucets,Contemporary,Symmons Identity™ Two Handle Centerset Lavatory Faucet - Finish Product,182.3,200.6
SLW-6712-1.5,Bath,Centerset Faucets|Lavatory Faucets,Contemporary,Symmons Identity™ Two Handle Widespread Lavatory Faucet - Finish Product,194.25,213.7
SLW-6712-STN-1.5,Bath,Centerset Faucets|Lavatory Faucets,Contemporary,Symmons Identity™ Two Handle Widespread Lavatory Faucet - Finish Product,271.95,299.2
S-6701,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower System - Finish Product,245,261.9
S-6701-STN,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower System - Finish Product,287.85,309.05
6701,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower System - Finish Product,202.35,214.95
6701-STN,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower System - Finish Product,231.15,246.6
S-6702,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower System - Finish Product,256.1,274.1
S-6702-STN,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower System - Finish Product,303.4,326.1
6702,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower System - Finish Product,209.35,222.65
6702-STN,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower System - Finish Product,240.95,257.35
S-6703,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Hand Shower System - Finish Product,401.65,434.25
S-6703-STN,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Hand Shower System - Finish Product,507.15,550.3
6703,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Hand Shower System - Finish Product,368.15,397.35
6703-STN,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Hand Shower System - Finish Product,463.25,501.95
S-6704,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Hand Shower System - Finish Product,415.4,449.35
S-6704-STN,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Hand Shower System - Finish Product,526.4,571.45
6704,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Hand Shower System - Finish Product,392.4,423.3
6704-STN,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Hand Shower System - Finish Product,497.2,538.3
6705,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower/Hand Shower System - Finish Product,593.65,645.4
6705-STN,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower/Hand Shower System - Finish Product,730.95,796.4
6706,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower/Hand Shower System - Finish Product,637.45,665.2
6706-STN,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower/Hand Shower System - Finish Product,780.3,850.7
S-6700,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower Valve and Trim - Finish Product,217.3,231.4
S-6700-STN,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Shower Valve and Trim - Finish Product,249.05,266.35
S-6700TS,Bath,Tub Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower Valve and Trim - Finish Product,217.3,231.4
S-6700TS-STN,Bath,Tub Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Tub/Shower Valve and Trim - Finish Product,249.05,266.35
6700,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Valve and Trim - Finish Product,179.25,189.5
6700-STN,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Valve and Trim - Finish Product,198.8,211
67-2DIV,Bath,Diverter Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Dual Outlet Diverter - Finish Product,240.7,247.95
67-2DIV-STN,Bath,Diverter Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Dual Outlet Diverter - Finish Product,288.95,298.75
67-3DIV,Bath,Diverter Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Triple Outlet Diverter - Finish Product,270.95,277.95
67-3DIV-STN,Bath,Diverter Valves|Shower and Tub Shower,Contemporary,Symmons Identity™ Triple Outlet Diverter - Finish Product,318.95,328.75
673TB-18,Bath,Bath Accessories,Contemporary,"Symmons Identity™ Towel Bar (18"") - Finish Product",23.65,26.05
673TB-18-STN,Bath,Bath Accessories,Contemporary,"Symmons Identity™ Towel Bar (18"") - Finish Product",33.1,36.45
673TB-24,Bath,Bath Accessories,Contemporary,"Symmons Identity™ Towel Bar (24"") - Finish Product",27.85,30.65
673TB-24-STN,Bath,Bath Accessories,Contemporary,"Symmons Identity™ Towel Bar (24"") - Finish Product",39,42.9
673RH,Bath,Bath Accessories,Contemporary,Symmons Identity™ Robe Hook - Finish Product,13.15,14.5
673RH-STN,Bath,Bath Accessories,Contemporary,Symmons Identity™ Robe Hook - Finish Product,18.4,20.25
673TR,Bath,Bath Accessories,Contemporary,Symmons Identity™ Towel Ring - Finish Product,23.65,26.05
673TR-STN,Bath,Bath Accessories,Contemporary,Symmons Identity™ Towel Ring - Finish Product,33.1,36.45
673TP,Bath,Bath Accessories,Contemporary,Symmons Identity™ Toilet Paper Holder - Finish Product,26.25,28.9
673TP-STN,Bath,Bath Accessories,Contemporary,Symmons Identity™ Toilet Paper Holder - Finish Product,36.75,40.45
SLC-6000-G,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons SCOT®/Metering Faucet - Finish Product,299.2,461
SLC-6000,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons SCOT®/Metering Faucet - Finish Product,289.7,453.9
SLC-6000-DP,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons SCOT®/Metering Faucet - Finish Product,363.2,534.75
SLS-7000,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons Metering Faucet - Finish Product,122.45,189.2
SLS-7000-G,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons Metering Faucet - Finish Product,131.95,196.3
SLS-7000-DP4,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons Metering Faucet - Finish Product,159.2,229.65
SLS-7000-DP4-G,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons Metering Faucet - Finish Product,168.7,236.75
SLS-7000-MV,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons Metering Faucet - Finish Product,178.95,251.35
SLS-7000-MV-G,Bath,Lavatory Faucets|Metering Faucets,Contemporary,Symmons Metering Faucet - Finish Product,188.45,258.45
2DIV-BODY-NS,Bath,Tub Shower Valve Bodies,,Symmons Dual Outlet Diverter Valve Body - Finish Product,120,132
3DIV-BODY-NS,Bath,Tub Shower Valve Bodies,,Symmons Triple Outlet Diverter Valve Body - Finish Product,150,165
672SH,Bath,Showerheads,Contemporary,Symmons 1 Mode Showerhead (Ball Joint Type) - Finish Product,37.1,40.85
672SH-STN,Bath,Showerheads,Contemporary,Symmons 1 Mode Showerhead (Ball Joint Type) - Finish Product,59.35,65.3
