Model(SKU),Product Family/Collection,Product Category,Product Type,Product Title,Price US,Price CAN
300,Bath,Shower Arms and Head Brackets,Transitional,Symmons Shower Arm with Heavy Flange,$47.75 ,$52.00 
300,Bath,Shower Arms and Head Brackets,Transitional,Symmons Shower Arm with Heavy Flange + - Finish Product,$47.75 ,$52.00 
301,Bath,Shower Arms and Head Brackets,Transitional,Symmons Head Bracket,$55.65 ,$65.80 
301,Bath,Shower Arms and Head Brackets,Transitional,Symmons Head Bracket + - Finish Product,$55.65 ,$65.80 
304,Bath,Shower Arms and Head Brackets,Transitional,Symmons Shower Arm,$54.85 ,$59.75 
304,Bath,Shower Arms and Head Brackets,Transitional,Symmons Shower Arm + - Finish Product,$54.85 ,$59.75 
3600,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Duroå¨ Valve and Trim,$249.20 ,$267.35 
3600,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Duroå¨ Valve and Trim + - Finish Product,$249.20 ,$267.35 
3601,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Duroå¨ Shower System,$303.40 ,$321.75 
3601,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Duroå¨ Shower System + - Finish Product,$303.40 ,$321.75 
3602,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Duroå¨ Tub/Shower System,$334.60 ,$334.30 
3602,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Duroå¨ Tub/Shower System + - Finish Product,$334.60 ,$334.30 
4100,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Shower Valve and Trim,$539.20 ,$572.90 
4100,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Shower Valve and Trim + - Finish Product,$539.20 ,$572.90 
4101,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Shower System,$618.35 ,$657.45 
4101,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Shower System + - Finish Product,$618.35 ,$657.45 
4103,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Hand Shower System,$828.05 ,$976.10 
4103,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Hand Shower System + - Finish Product,$828.05 ,$976.10 
4105,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Shower/Hand Shower System,"$1,369.65 ","$1,461.55 "
4105,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Shower/Hand Shower System + - Finish Product,"$1,369.65 ","$1,461.55 "
4106,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Tub/Shower/Hand Shower System,"$1,556.10 ","$1,661.40 "
4106,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Naruå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,556.10 ","$1,661.40 "
4200,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower Valve and Trim,$540.80 ,$578.05 
4200,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower Valve and Trim + - Finish Product,$540.80 ,$578.05 
4201,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower System,$624.20 ,$659.50 
4201,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower System + - Finish Product,$624.20 ,$659.50 
4202,Bath,Tub Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower System,$697.75 ,$784.75 
4202,Bath,Tub Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower System + - Finish Product,$697.75 ,$784.75 
4203,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Hand Shower System,$850.35 ,$901.25 
4203,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Hand Shower System + - Finish Product,$850.35 ,$901.25 
4205,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower/Hand Shower System,"$1,134.30 ","$1,265.60 "
4205,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Shower/Hand Shower System + - Finish Product,"$1,134.30 ","$1,265.60 "
4206,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower/Hand Shower System,"$1,171.50 ","$1,425.70 "
4206,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Oxfordå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,171.50 ","$1,425.70 "
4300,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Valve and Trim,$429.55 ,$451.85 
4300,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Valve and Trim + - Finish Product,$429.55 ,$451.85 
4301,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Shower System,$540.70 ,$570.60 
4301,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Shower System + - Finish Product,$540.70 ,$570.60 
4303,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Hand Shower System,$695.00 ,$735.35 
4303,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Hand Shower System + - Finish Product,$695.00 ,$735.35 
4305,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Shower/Hand Shower System,"$1,003.80 ","$1,126.30 "
4305,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Shower/Hand Shower System + - Finish Product,"$1,003.80 ","$1,126.30 "
4306,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Tub/Shower/Hand Shower System,"$1,052.30 ","$1,235.15 "
4306,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Serenoå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,052.30 ","$1,235.15 "
4400,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Valve and Trim,$352.65 ,$369.80 
4400,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Valve and Trim + - Finish Product,$352.65 ,$369.80 
4401,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Shower System,$501.40 ,$528.20 
4401,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Shower System + - Finish Product,$501.40 ,$528.20 
4403,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Hand Shower System,$600.05 ,$641.60 
4403,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Hand Shower System + - Finish Product,$600.05 ,$641.60 
4405,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Shower/Hand Shower System,$871.55 ,$984.65 
4405,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Shower/Hand Shower System + - Finish Product,$871.55 ,$984.65 
4406,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Tub/Shower/Hand Shower System,$946.85 ,"$1,006.35 "
4406,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Carringtonå¨ Tub/Shower/Hand Shower System + - Finish Product,$946.85 ,"$1,006.35 "
4500,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Valve and Trim,$321.40 ,$336.30 
4500,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Valve and Trim + - Finish Product,$321.40 ,$336.30 
4501,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Shower System,$423.75 ,$445.45 
4501,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Shower System + - Finish Product,$423.75 ,$445.45 
4503,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Hand Shower System,$568.70 ,$600.20 
4503,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Hand Shower System + - Finish Product,$568.70 ,$600.20 
4505,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Shower/Hand Shower System,$974.20 ,"$1,094.35 "
4505,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Shower/Hand Shower System + - Finish Product,$974.20 ,"$1,094.35 "
4506,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Tub/Shower/Hand Shower System,"$1,072.15 ","$1,327.95 "
4506,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Canterburyå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,072.15 ","$1,327.95 "
4600,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Lucetta Valve and Trim,$702.10 ,$746.85 
4600,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Lucetta Valve and Trim + - Finish Product,$702.10 ,$746.85 
4605,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Lucetta Shower/Hand Shower System,"$1,066.70 ","$1,138.15 "
4605,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Lucetta Shower/Hand Shower System + - Finish Product,"$1,066.70 ","$1,138.15 "
4700,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Valve and Trim,$228.10 ,$236.20 
4700,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Valve and Trim + - Finish Product,$228.10 ,$236.20 
4701,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Shower System,$264.85 ,$275.50 
4701,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Shower System + - Finish Product,$264.85 ,$275.50 
4702,Bath,Tub Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Tub/Shower System,$280.55 ,$292.10 
4702,Bath,Tub Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Tub/Shower System + - Finish Product,$280.55 ,$292.10 
4703,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Hand Shower System,$432.35 ,$454.35 
4703,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Hand Shower System + - Finish Product,$432.35 ,$454.35 
4705,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Shower/Hand Shower System,$674.40 ,$771.60 
4705,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Shower/Hand Shower System + - Finish Product,$674.40 ,$771.60 
4706,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Tub/Shower/Hand Shower System,$718.25 ,$779.30 
4706,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Alluraå¨ Tub/Shower/Hand Shower System + - Finish Product,$718.25 ,$779.30 
5100,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Shower Valve and Trim,$358.90 ,$376.50 
5100,Bath,Shower Valves|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Shower Valve and Trim + - Finish Product,$358.90 ,$376.50 
5101,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Shower System,$434.10 ,$456.70 
5101,Bath,Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Shower System + - Finish Product,$434.10 ,$456.70 
5103,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Hand Shower System,$628.35 ,$664.20 
5103,Bath,Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Hand Shower System + - Finish Product,$628.35 ,$664.20 
5105,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Shower/Hand Shower System,"$1,175.90 ","$1,345.85 "
5105,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Shower/Hand Shower System + - Finish Product,"$1,175.90 ","$1,345.85 "
5106,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Tub/Shower/Hand Shower System,"$1,287.60 ","$1,370.45 "
5106,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Traditional,Symmons Winsletå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,287.60 ","$1,370.45 "
5200,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Valve and Trim,$358.90 ,$380.40 
5200,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Valve and Trim + - Finish Product,$358.90 ,$380.40 
5201,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Shower System,$434.10 ,$460.75 
5201,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Shower System + - Finish Product,$434.10 ,$460.75 
5203,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Hand Shower System,$628.35 ,$668.10 
5203,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Hand Shower System + - Finish Product,$628.35 ,$668.10 
5205,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Shower/Hand Shower System,"$1,175.90 ","$1,254.70 "
5205,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Shower/Hand Shower System + - Finish Product,"$1,175.90 ","$1,254.70 "
5206,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Tub/Shower/Hand Shower System,"$1,287.60 ","$1,374.70 "
5206,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Ballinaå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,287.60 ","$1,374.70 "
5300,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Shower Valve and Trim,$340.10 ,$374.10 
5300,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Shower Valve and Trim + - Finish Product,$340.10 ,$374.10 
5301,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Shower System,$415.30 ,$436.70 
5301,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Shower System + - Finish Product,$415.30 ,$436.70 
5302,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Tub/Shower System,$571.95 ,$603.70 
5302,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Tub/Shower System + - Finish Product,$571.95 ,$603.70 
5303,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Hand Shower System,$622.10 ,$657.20 
5303,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Hand Shower System + - Finish Product,$622.10 ,$657.20 
5305,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Shower/Hand Shower System,"$1,144.65 ","$1,276.30 "
5305,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Shower/Hand Shower System + - Finish Product,"$1,144.65 ","$1,276.30 "
5306,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Tub/Shower/Hand Shower System,"$1,206.15 ","$1,283.40 "
5306,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Museoå¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,206.15 ","$1,283.40 "
5400,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Degaså¨ Valve and Trim,$383.95 ,$402.95 
5400,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Degaså¨ Valve and Trim + - Finish Product,$383.95 ,$402.95 
5401,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Shower System,$459.10 ,$483.30 
5401,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Shower System + - Finish Product,$459.10 ,$483.30 
5402,Bath,Tub Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Tub/Shower System,$622.00 ,$657.15 
5402,Bath,Tub Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Tub/Shower System + - Finish Product,$622.00 ,$657.15 
5403,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Hand Shower System,$640.80 ,$652.45 
5403,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Hand Shower System + - Finish Product,$640.80 ,$652.45 
5405,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Shower/Hand Shower System,"$1,207.25 ","$1,343.15 "
5405,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Shower/Hand Shower System + - Finish Product,"$1,207.25 ","$1,343.15 "
5406,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Tub/Shower/Hand Shower System,"$1,318.90 ","$1,403.85 "
5406,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Degaså¨ Tub/Shower/Hand Shower System + - Finish Product,"$1,318.90 ","$1,403.85 "
5500,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Elmå¨ Valve and Trim,$208.20 ,$229.30 
5500,Bath,Shower Valves|Shower and Tub Shower,Transitional,Symmons Elmå¨ Valve and Trim + - Finish Product,$208.20 ,$229.30 
5501,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Shower System,$240.90 ,$265.15 
5501,Bath,Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Shower System + - Finish Product,$240.90 ,$265.15 
5502,Bath,Tub Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Tub/Shower System,$261.15 ,$279.85 
5502,Bath,Tub Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Tub/Shower System + - Finish Product,$261.15 ,$279.85 
5503,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Hand Shower System,$417.45 ,$451.80 
5503,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Hand Shower System + - Finish Product,$417.45 ,$451.80 
5505,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Shower/Hand Shower System,$656.45 ,$807.55 
5505,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Shower/Hand Shower System + - Finish Product,$656.45 ,$807.55 
5506,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Tub/Shower/Hand Shower System,$689.00 ,$937.65 
5506,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Elmå¨ Tub/Shower/Hand Shower System + - Finish Product,$689.00 ,$937.65 
6600,Bath,Tub Shower Valves|Shower and Tub Shower,Transitional,Symmons Unityå¨ Shower Valve and Trim,$176.90 ,$187.00 
6600,Bath,Tub Shower Valves|Shower and Tub Shower,Transitional,Symmons Unityå¨ Shower Valve and Trim + - Finish Product,$176.90 ,$187.00 
6601,Bath,Shower Systems,Transitional,Symmons Unityå¨ Shower System,$198.90 ,$211.20 
6601,Bath,Shower Systems,Transitional,Symmons Unityå¨ Shower System + - Finish Product,$198.90 ,$211.20 
6602,Bath,Tub Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Tub/Shower System,$205.55 ,$218.50 
6602,Bath,Tub Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Tub/Shower System + - Finish Product,$205.55 ,$218.50 
6603,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Hand Shower System,$356.80 ,$384.90 
6603,Bath,Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Hand Shower System + - Finish Product,$356.80 ,$384.90 
6604,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Tub/Hand Shower System,$379.30 ,$409.65 
6604,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Tub/Hand Shower System + - Finish Product,$379.30 ,$409.65 
6605,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Shower/Hand Shower System,$577.30 ,$759.45 
6605,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Shower/Hand Shower System + - Finish Product,$577.30 ,$759.45 
6606,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Tub/Shower/Hand Shower System,$620.45 ,$674.85 
6606,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Transitional,Symmons Unityå¨ Tub/Shower/Hand Shower System + - Finish Product,$620.45 ,$674.85 
6700,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Valve and Trim,$179.25 ,$189.50 
6700,Bath,Shower Valves|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Valve and Trim + - Finish Product,$179.25 ,$189.50 
6701,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Shower System,$202.35 ,$214.95 
6701,Bath,Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Shower System + - Finish Product,$202.35 ,$214.95 
6702,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Tub/Shower System,$209.35 ,$222.65 
6702,Bath,Tub Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Tub/Shower System + - Finish Product,$209.35 ,$222.65 
6703,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Hand Shower System,$368.15 ,$397.35 
6703,Bath,Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Hand Shower System + - Finish Product,$368.15 ,$397.35 
6704,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Tub/Hand Shower System,$392.40 ,$423.30 
6704,Bath,Tub Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Tub/Hand Shower System + - Finish Product,$392.40 ,$423.30 
6705,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Shower/Hand Shower System,$593.65 ,$645.40 
6705,Bath,Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Shower/Hand Shower System + - Finish Product,$593.65 ,$645.40 
6706,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Tub/Shower/Hand Shower System,$637.45 ,$665.20 
6706,Bath,Tub Shower Hand Shower Systems|Shower and Tub Shower,Contemporary,Symmons Identity‰ã¢ Tub/Shower/Hand Shower System + - Finish Product,$637.45 ,$665.20 
 #SLW-4005,,Single Handle Faucets|Two Handle Faucets|Kicthen Cat 1|Kitchen Cat 2,Contemporary,Design Studio Custom 2,$500.00 ,
 #SLW-4005,,Single Handle Faucets|Two Handle Faucets|Kicthen Cat 1|Kitchen Cat 2,Contemporary,Design Studio Custom 2 Shower System,$500.00 ,
 #SLW-4005,,Single Handle Faucets|Two Handle Faucets|Kicthen Cat 1|Kitchen Cat 2,Contemporary,Design Studio Custom 2 Towel Bar (24''),$500.00 ,
 #SLW-4005,,Single Handle Faucets|Two Handle Faucets|Kicthen Cat 1|Kitchen Cat 2,Transitional,Design Studio Custom 2 Robe Hook,$500.00 ,
 #SLW-4005,,Single Handle Faucets|Two Handle Faucets|Kicthen Cat 1|Kitchen Cat 2,Transitional,Design Studio Custom 2 Tub/Shower/Hand Shower System,$500.00 ,
 #SLW-4006,,Single Handle Faucets|Two Handle Faucets|Kicthen Cat 1|Kitchen Cat 2,Contemporary,Design Studio Custom 3,$500.00 ,$550.00 
20,Bath,Diverter Valves,,Symmons Volume Control Valve,$224.10 ,$210.80 
20,Bath,Diverter Valves,,Symmons Volume Control Valve + - Finish Product,$224.10 ,$210.80 
21,Bath,Diverter Valves,,Symmons Volume Control Valve,$224.10 ,$210.80 
21,Bath,Diverter Valves,,Symmons Volume Control Valve + - Finish Product,$224.10 ,$210.80 
22,Bath,Diverter Valves,,Symmons Volume Control Valve,$298.85 ,$281.25 
22,Bath,Diverter Valves,,Symmons Volume Control Valve + - Finish Product,$298.85 ,$281.25 
53,Bath,Tub Spouts,,Symmons Tub Spout,$58.45 ,$54.90 
53,Bath,Tub Spouts,,Symmons Tub Spout + - Finish Product,$58.45 ,$54.90 
053-STN,Bath,Tub Spouts,,Symmons Tub Spout + - Finish Product,$81.80 ,$89.10 
54,Bath,Tub Spouts,,Symmons Diverter Tub Spout,$42.15 ,$46.00 
54,Bath,Tub Spouts,,Symmons Diverter Tub Spout + - Finish Product,$42.15 ,$46.00 
054-STN,Bath,Tub Spouts,,Symmons Diverter Tub Spout + - Finish Product,$59.10 ,$64.40 
57,Bath,Tub Spouts,,Symmons Diverter Tub Spout,$56.10 ,$61.15 
57,Bath,Tub Spouts,,Symmons Diverter Tub Spout + - Finish Product,$56.10 ,$61.15 
057-STN,Bath,Tub Spouts,,Symmons Diverter Tub Spout + - Finish Product,$78.50 ,$85.50 
60,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout,$18.80 ,$20.50 
60,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout + - Finish Product,$18.80 ,$20.50 
060-STN,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout + - Finish Product,$30.10 ,$32.85 
61,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout,$38.10 ,$35.90 
61,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout + - Finish Product,$38.10 ,$35.90 
061-STN,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout + - Finish Product,$53.50 ,$58.85 
63,Bath,Tub Spouts,Transitional,Symmons Non-Diverter Tub Spout,$65.30 ,$71.10 
63,Bath,Tub Spouts,Transitional,Symmons Non-Diverter Tub Spout + - Finish Product,$65.30 ,$71.10 
063-STN,Bath,Tub Spouts,Transitional,Symmons Non-Diverter Tub Spout + - Finish Product,$91.45 ,$99.70 
67,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout,$37.00 ,$41.55 
67,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout + - Finish Product,$37.00 ,$41.55 
067-STN,Bath,Tub Spouts,,Symmons Non-Diverter Tub Spout + - Finish Product,$51.75 ,$58.05 
69,Bath,Tub Spouts,Traditional,Symmons Canterburyå¨ Non-Diverter Tub Spout,$65.30 ,$71.10 
69,Bath,Tub Spouts,Traditional,Symmons Canterburyå¨ Non-Diverter Tub Spout + - Finish Product,$65.30 ,$71.10 
069-STN,Bath,Tub Spouts,Traditional,Symmons Canterburyå¨ Non-Diverter Tub Spout + - Finish Product,$91.45 ,$99.70 
